,states,year,quarter,district,trans_counts,amount
9265,odisha,2020,1,cuttack district,4024520,5842461996.611475
9266,odisha,2020,2,rayagada district,729797,1650075972.354068
9267,odisha,2020,2,koraput district,701471,1684147260.0748491
9268,odisha,2020,2,malkangiri district,237062,505736982.3899178
9269,odisha,2020,2,sambalpur district,1027708,1711599706.9054751
9270,odisha,2020,2,kalahandi district,809132,1488536209.7219481
9271,odisha,2020,2,anugul district,1343647,2479132333.7187643
9272,odisha,2020,2,ganjam district,2890005,5465974236.170576
9273,odisha,2020,2,jajapur district,2289121,3594755068.409818
9274,odisha,2020,2,bargarh district,691248,1303406945.162307
9275,odisha,2020,2,dhenkanal district,1131904,1842085944.26759
9276,odisha,2020,2,bhadrak district,1596539,2600823926.195097
9277,odisha,2020,2,nuapada district,242495,513555457.6037278
9278,odisha,2020,2,kendujhar district,1613148,2773560564.527032
9279,odisha,2020,2,mayurbhanj district,1179036,1742769226.735377
9280,odisha,2020,2,jharsuguda district,827189,1432120073.597877
9281,odisha,2020,2,kandhamal district,352412,637452864.4548341
9282,odisha,2020,2,deogarh district,159575,292751431.0270324
9283,odisha,2020,2,sundargarh district,1703737,2767383294.9817247
9284,odisha,2020,2,jagatsinghapur district,1319261,2052533021.7400918
9285,odisha,2020,2,balangir district,810788,1606404798.272449
9286,odisha,2020,2,baleshwar district,2140956,3546636201.588075
9287,odisha,2020,2,puri district,1909766,2861457530.847565
9288,odisha,2020,2,sonepur district,340991,726143280.9609615
9289,odisha,2020,2,khordha district,16842715,34814877058.41614
9290,odisha,2020,2,boudh district,215816,477555378.4481401
9291,odisha,2020,2,gajapati district,338142,705704082.2520387
9292,odisha,2020,2,nayagarh district,937866,1462497686.3507152
9293,odisha,2020,2,nabarangpur district,349727,831289714.099038
9294,odisha,2020,2,kendrapara district,1332607,2031155809.389162
9295,odisha,2020,2,cuttack district,3964715,6130914551.43539
9296,odisha,2020,3,rayagada district,940395,2171461862.758098
9297,odisha,2020,3,koraput district,892903,2239193172.260001
9298,odisha,2020,3,malkangiri district,279070,656924030.3406457
9299,odisha,2020,3,sambalpur district,1337354,2335225267.124839
9300,odisha,2020,3,kalahandi district,963695,1807514657.163654
9301,odisha,2020,3,anugul district,1744600,3343482976.334735
9302,odisha,2020,3,ganjam district,3839868,7953863604.8393755
9303,odisha,2020,3,jajapur district,2999596,5158572435.142748
9304,odisha,2020,3,bargarh district,830854,1694097974.727478
9305,odisha,2020,3,dhenkanal district,1383673,2367632360.9869413
9306,odisha,2020,3,bhadrak district,2028722,3426773014.861332
9307,odisha,2020,3,nuapada district,274431,614356415.8543423
9308,odisha,2020,3,kendujhar district,2057809,3776890615.1413703
9309,odisha,2020,3,mayurbhanj district,1442159,2333381596.667688
9310,odisha,2020,3,jharsuguda district,1058263,1905020608.66538
9311,odisha,2020,3,kandhamal district,642484,1335599297.787261
9312,odisha,2020,3,deogarh district,183525,361669508.7964552
9313,odisha,2020,3,sundargarh district,2196403,3933817517.0151653
9314,odisha,2020,3,jagatsinghapur district,1718846,2892836563.407177
9315,odisha,2020,3,balangir district,985190,2034115762.7420151
9316,odisha,2020,3,baleshwar district,2923704,5216210715.362493
9317,odisha,2020,3,puri district,2508367,3947100295.1771965
9318,odisha,2020,3,sonepur district,381251,809172723.1178588
9319,odisha,2020,3,khordha district,23387123,44638448273.52248
9320,odisha,2020,3,boudh district,254628,545058074.0596836
9321,odisha,2020,3,gajapati district,438029,1022242584.1231091
9322,odisha,2020,3,nayagarh district,1150471,1872504494.5806441
9323,odisha,2020,3,nabarangpur district,410817,953944775.823143
9324,odisha,2020,3,kendrapara district,1718709,2843601668.332469
9325,odisha,2020,3,cuttack district,5060890,8273230957.575866
9326,odisha,2020,4,rayagada district,1437322,3505981077.0872393
9327,odisha,2020,4,koraput district,1326213,3682341020.363221
9328,odisha,2020,4,malkangiri district,396989,1080034767.104372
9329,odisha,2020,4,sambalpur district,2041120,3856932278.530591
9330,odisha,2020,4,kalahandi district,1385646,2970301991.847391
9331,odisha,2020,4,anugul district,2566879,5376845657.748441
9332,odisha,2020,4,ganjam district,5759948,13253685787.51448
9333,odisha,2020,4,jajapur district,4383403,8064953082.11138
9334,odisha,2020,4,bargarh district,1229675,2760170987.368587
9335,odisha,2020,4,dhenkanal district,2043208,3880815794.301279
9336,odisha,2020,4,bhadrak district,2820751,5186943315.862049
9337,odisha,2020,4,nuapada district,394157,991560206.670782
9338,odisha,2020,4,kendujhar district,2911896,5952433266.6475725
9339,odisha,2020,4,mayurbhanj district,1986570,3615645137.819895
9340,odisha,2020,4,jharsuguda district,1564404,2963828411.1698093
9341,odisha,2020,4,kandhamal district,771916,1759108070.220774
9342,odisha,2020,4,deogarh district,253750,570948134.8258158
9343,odisha,2020,4,sundargarh district,3330883,6393696705.870721
9344,odisha,2020,4,jagatsinghapur district,2391216,4334522915.224213
9345,odisha,2020,4,balangir district,1460921,3399486807.277832
9346,odisha,2020,4,baleshwar district,3989220,7694990828.293821
9347,odisha,2020,4,puri district,3709394,6257350469.108796
9348,odisha,2020,4,sonepur district,538383,1256084562.715549
9349,odisha,2020,4,khordha district,30354832,54573862957.88316
9350,odisha,2020,4,boudh district,354223,843923193.7491837
9351,odisha,2020,4,gajapati district,659640,1686082695.4936612
9352,odisha,2020,4,nayagarh district,1672589,2988260896.098785
9353,odisha,2020,4,nabarangpur district,587880,1638158377.988321
9354,odisha,2020,4,kendrapara district,2352689,4247755012.4466043
9355,odisha,2020,4,cuttack district,7649233,13515958605.271849
9356,odisha,2021,1,rayagada district,1580304,3857572983.8538117
9357,odisha,2021,1,koraput district,1411047,3878359742.0283227
9358,odisha,2021,1,malkangiri district,417372,1292715033.112402
9359,odisha,2021,1,sambalpur district,2362934,4327629131.775824
9360,odisha,2021,1,kalahandi district,1524147,3607832701.490842
9361,odisha,2021,1,anugul district,2688530,5923776582.870062
9362,odisha,2021,1,ganjam district,5849764,13763037682.995209
9363,odisha,2021,1,jajapur district,4602753,8875206797.099031
9364,odisha,2021,1,bargarh district,1326870,3151903068.550364
9365,odisha,2021,1,dhenkanal district,2198973,4435108999.126256
9366,odisha,2021,1,bhadrak district,2838067,5913171362.618633
9367,odisha,2021,1,nuapada district,434130,1190057735.4815688
9368,odisha,2021,1,kendujhar district,3023651,6672384144.204558
9369,odisha,2021,1,mayurbhanj district,2086266,4060942529.903472
9370,odisha,2021,1,jharsuguda district,1727405,3272554633.900599
9371,odisha,2021,1,kandhamal district,1058055,2241356872.397436
9372,odisha,2021,1,deogarh district,253699,623754965.5699625
9373,odisha,2021,1,sundargarh district,3591361,7002917726.513086
9374,odisha,2021,1,jagatsinghapur district,2373105,4667403003.91797
9375,odisha,2021,1,balangir district,1609575,3913234687.847176
9376,odisha,2021,1,baleshwar district,4262593,8799570176.64051
9377,odisha,2021,1,puri district,3904605,7057319530.168398
9378,odisha,2021,1,sonepur district,590256,1586903873.6281981
9379,odisha,2021,1,khordha district,45765876,75722041312.73495
9380,odisha,2021,1,boudh district,381445,1050296820.3914831
9381,odisha,2021,1,gajapati district,690416,1790861201.587816
9382,odisha,2021,1,nayagarh district,1668288,3171144816.7281218
9383,odisha,2021,1,nabarangpur district,629994,1939648037.4513333
9384,odisha,2021,1,kendrapara district,2318945,4742223586.637663
9385,odisha,2021,1,cuttack district,8289932,14866806447.116581
9386,odisha,2021,2,rayagada district,1923410,4490127256.444258
9387,odisha,2021,2,koraput district,1819616,4735541770.736616
9388,odisha,2021,2,malkangiri district,536483,1533587670.9741042
9389,odisha,2021,2,sambalpur district,2608509,4696196506.85312
9390,odisha,2021,2,kalahandi district,1937182,4092365112.1617126
9391,odisha,2021,2,anugul district,3164512,6629061184.353284
9392,odisha,2021,2,ganjam district,7627913,16847721822.03468
9393,odisha,2021,2,jajapur district,5656119,10463482056.82759
9394,odisha,2021,2,bargarh district,1645651,3738223458.736022
9395,odisha,2021,2,dhenkanal district,2643521,5071739030.814058
9396,odisha,2021,2,bhadrak district,3607884,6934665842.085368
9397,odisha,2021,2,nuapada district,575643,1419954693.5429099
9398,odisha,2021,2,kendujhar district,3840405,8414558964.419752
9399,odisha,2021,2,mayurbhanj district,2518601,4822603778.775457
9400,odisha,2021,2,jharsuguda district,1975532,3575096264.686943
9401,odisha,2021,2,kandhamal district,1337203,2643241575.642929
9402,odisha,2021,2,deogarh district,312612,710519513.1816281
9403,odisha,2021,2,sundargarh district,4098648,7912972842.987008
9404,odisha,2021,2,jagatsinghapur district,3117688,5877965110.803436
9405,odisha,2021,2,balangir district,1937619,4234458586.9119015
9406,odisha,2021,2,baleshwar district,5228480,10295354117.300941
9407,odisha,2021,2,puri district,4549183,8010886850.312719
9408,odisha,2021,2,sonepur district,716848,1750553183.503736
9409,odisha,2021,2,khordha district,51729539,85083429987.67566
9410,odisha,2021,2,boudh district,467496,1140110013.4057992
9411,odisha,2021,2,gajapati district,866454,2207862998.9173326
9412,odisha,2021,2,nayagarh district,2042130,3717016584.111157
9413,odisha,2021,2,nabarangpur district,808234,2137024330.427526
9414,odisha,2021,2,kendrapara district,3121087,5922631480.685869
9415,odisha,2021,2,cuttack district,9410135,16755164887.95958
9416,odisha,2021,3,rayagada district,2574801,5381125913.75685
9417,odisha,2021,3,koraput district,2509905,5893005777.487125
9418,odisha,2021,3,malkangiri district,696476,1834021448.281316
9419,odisha,2021,3,sambalpur district,3665818,6244596039.416242
9420,odisha,2021,3,kalahandi district,2578011,4962612594.774069
9421,odisha,2021,3,anugul district,4298974,8427870407.924926
9422,odisha,2021,3,ganjam district,9758386,20245873714.529358
9423,odisha,2021,3,jajapur district,7272580,11904523018.1661
9424,odisha,2021,3,bargarh district,2216651,4687162070.696696
9425,odisha,2021,3,dhenkanal district,3328230,5951039799.0882845
9426,odisha,2021,3,bhadrak district,4514522,7770426087.0710745
9427,odisha,2021,3,nuapada district,779264,1789197066.4958181
9428,odisha,2021,3,kendujhar district,4942596,9669648441.296114
9429,odisha,2021,3,mayurbhanj district,3366763,6058820680.073039
9430,odisha,2021,3,jharsuguda district,2772640,4581837440.292699
9431,odisha,2021,3,kandhamal district,1699861,3180693137.6381173
9432,odisha,2021,3,deogarh district,401592,837326467.8967565
9433,odisha,2021,3,sundargarh district,5579434,10009710570.217989
9434,odisha,2021,3,jagatsinghapur district,4055375,6884871775.425156
9435,odisha,2021,3,balangir district,2632946,5371520093.547472
9436,odisha,2021,3,baleshwar district,6888676,12434308111.40699
9437,odisha,2021,3,puri district,6111015,9865814428.877203
9438,odisha,2021,3,sonepur district,912081,2022927897.3110292
9439,odisha,2021,3,khordha district,71647985,108452202806.2324
9440,odisha,2021,3,boudh district,619658,1350893048.43989
9441,odisha,2021,3,gajapati district,1119729,2608533955.279698
9442,odisha,2021,3,nayagarh district,2508535,4293630576.5485034
9443,odisha,2021,3,nabarangpur district,1101606,2637036417.011711
9444,odisha,2021,3,kendrapara district,3791932,6502877452.246092
9445,odisha,2021,3,cuttack district,13016632,21926611695.60376
9446,odisha,2021,4,rayagada district,3507319,6787852551.279443
9447,odisha,2021,4,koraput district,3420361,7615206063.540329
9448,odisha,2021,4,malkangiri district,944763,2362647817.594655
9449,odisha,2021,4,sambalpur district,5031922,8285793491.380421
9450,odisha,2021,4,kalahandi district,3402330,6135732201.285078
9451,odisha,2021,4,anugul district,5595409,10832624236.87973
9452,odisha,2021,4,ganjam district,12765148,25961006849.075542
9453,odisha,2021,4,jajapur district,9413690,14846315998.40248
9454,odisha,2021,4,bargarh district,2928438,5988250004.212584
9455,odisha,2021,4,dhenkanal district,4358635,7483698923.738497
9456,odisha,2021,4,bhadrak district,5912920,9896347666.60693
9457,odisha,2021,4,nuapada district,1029449,2266776078.2405734
9458,odisha,2021,4,kendujhar district,6478836,12263605984.76777
9459,odisha,2021,4,mayurbhanj district,4438866,8018457152.240012
9460,odisha,2021,4,jharsuguda district,3680407,6025708131.50321
9461,odisha,2021,4,kandhamal district,2257911,4066852872.568626
9462,odisha,2021,4,deogarh district,512496,1062094682.1692729
9463,odisha,2021,4,sundargarh district,7505779,13524168955.7137
9464,odisha,2021,4,jagatsinghapur district,5234984,8365537188.546018
9465,odisha,2021,4,balangir district,3606120,7082596489.488297
9466,odisha,2021,4,baleshwar district,8971332,16112382301.47427
9467,odisha,2021,4,puri district,8372818,13192898085.078491
9468,odisha,2021,4,sonepur district,1161962,2482976023.652462
9469,odisha,2021,4,khordha district,94505879,135122128258.68541
9470,odisha,2021,4,boudh district,791827,1654377854.7761981
9471,odisha,2021,4,gajapati district,1471303,3082994382.0058923
9472,odisha,2021,4,nayagarh district,3214212,5319824631.017161
9473,odisha,2021,4,nabarangpur district,1497950,3502205583.265269
9474,odisha,2021,4,kendrapara district,4821107,7981220766.163595
9475,odisha,2021,4,cuttack district,17091193,27928768464.5691
9476,odisha,2022,1,rayagada district,3936852,8060115677.8016205
9477,odisha,2022,1,koraput district,4038613,9298326854.887985
9478,odisha,2022,1,malkangiri district,1179046,3270655406.286637
9479,odisha,2022,1,sambalpur district,5761550,9796463368.436136
9480,odisha,2022,1,kalahandi district,4098786,8069224583.104255
9481,odisha,2022,1,anugul district,6423393,12666904909.368551
9482,odisha,2022,1,ganjam district,14289760,29674857683.21894
9483,odisha,2022,1,jajapur district,10760033,17569845983.615982
9484,odisha,2022,1,bargarh district,3467880,7430199582.216238
9485,odisha,2022,1,dhenkanal district,4932962,8922834794.738628
9486,odisha,2022,1,bhadrak district,7049860,12413725786.608269
9487,odisha,2022,1,nuapada district,1270136,2867818846.767225
9488,odisha,2022,1,kendujhar district,7553005,15056691322.67128
9489,odisha,2022,1,mayurbhanj district,5095313,9650878750.134228
9490,odisha,2022,1,jharsuguda district,4134502,6844271054.4472685
9491,odisha,2022,1,kandhamal district,2538748,4625177433.76757
9492,odisha,2022,1,deogarh district,598462,1357264183.472781
9493,odisha,2022,1,sundargarh district,8621086,15915215285.75338
9494,odisha,2022,1,jagatsinghapur district,5978387,10028244699.65354
9495,odisha,2022,1,balangir district,4197830,8648940992.578661
9496,odisha,2022,1,baleshwar district,10164531,19169857482.36542
9497,odisha,2022,1,puri district,9268269,15063520180.06601
9498,odisha,2022,1,sonepur district,1409459,3419311100.975945
9499,odisha,2022,1,khordha district,104052705,152745328927.4852
9500,odisha,2022,1,boudh district,951344,2234431099.098205
9501,odisha,2022,1,gajapati district,1692615,3677406538.079914
9502,odisha,2022,1,nayagarh district,3648292,6409579564.616301
9503,odisha,2022,1,nabarangpur district,1875017,4950344796.343363
9504,odisha,2022,1,kendrapara district,5689131,9906960117.735266
9505,odisha,2022,1,cuttack district,18955932,31482914773.52869
9506,odisha,2022,2,rayagada district,4627958,8714955313.81208
9507,odisha,2022,2,koraput district,4936573,10469450815.61413
9508,odisha,2022,2,malkangiri district,1387356,3383818107.921619
9509,odisha,2022,2,sambalpur district,6893113,10992643684.98257
9510,odisha,2022,2,kalahandi district,4688556,8314694921.632622
9511,odisha,2022,2,anugul district,7523854,13937160595.230959
9512,odisha,2022,2,ganjam district,17162973,34095586248.50308
9513,odisha,2022,2,jajapur district,12788486,20441535607.89478
9514,odisha,2022,2,bargarh district,4086915,8114146805.586442
9515,odisha,2022,2,dhenkanal district,5757058,9756517532.112658
9516,odisha,2022,2,bhadrak district,8276685,14146459101.732891
9517,odisha,2022,2,nuapada district,1521970,3116138855.447572
9518,odisha,2022,2,kendujhar district,8741853,16383523040.274462
9519,odisha,2022,2,mayurbhanj district,6060816,10858866629.5421
9520,odisha,2022,2,jharsuguda district,4801176,7708561039.053738
9521,odisha,2022,2,kandhamal district,2888894,5091606151.332577
9522,odisha,2022,2,deogarh district,690751,1490625193.843516
9523,odisha,2022,2,sundargarh district,10183902,18077191337.90131
9524,odisha,2022,2,jagatsinghapur district,7161421,11721528584.666609
9525,odisha,2022,2,balangir district,4915372,9186213799.65329
9526,odisha,2022,2,baleshwar district,12044394,22154827661.36066
9527,odisha,2022,2,puri district,11076675,17846685658.051712
9528,odisha,2022,2,sonepur district,1649781,3533650027.062365
9529,odisha,2022,2,khordha district,124986765,174299128204.99292
9530,odisha,2022,2,boudh district,1082256,2255513699.796166
9531,odisha,2022,2,gajapati district,2039493,4088833138.615046
9532,odisha,2022,2,nayagarh district,4075329,6885797711.463306
9533,odisha,2022,2,nabarangpur district,2228087,5063429958.41774
9534,odisha,2022,2,kendrapara district,6628224,11344691542.07453
9535,odisha,2022,2,cuttack district,22544912,36561231371.45544
9536,odisha,2022,3,rayagada district,4630056,7860841426.804449
9537,odisha,2022,3,koraput district,5222148,9998538489.170717
9538,odisha,2022,3,malkangiri district,1473325,3146761920.063724
9539,odisha,2022,3,sambalpur district,7870435,11478161491.375761
9540,odisha,2022,3,kalahandi district,5013207,7966634545.859101
9541,odisha,2022,3,anugul district,8115183,13631294531.2854
9542,odisha,2022,3,ganjam district,18696976,33504012152.53193
9543,odisha,2022,3,jajapur district,13031811,18746602447.445084
9544,odisha,2022,3,bargarh district,5107762,8890053156.888083
9545,odisha,2022,3,dhenkanal district,6306392,9609384521.368855
9546,odisha,2022,3,bhadrak district,8725910,13285204298.3607
9547,odisha,2022,3,nuapada district,1638138,3030878277.756747
9548,odisha,2022,3,kendujhar district,8971733,14742503568.62366
9549,odisha,2022,3,mayurbhanj district,6682226,10635989150.205181
9550,odisha,2022,3,jharsuguda district,5377124,8014356028.054184
9551,odisha,2022,3,kandhamal district,1814757,3284992415.173833
9552,odisha,2022,3,deogarh district,793258,1434375903.967788
9553,odisha,2022,3,sundargarh district,12922754,20430235862.00016
9554,odisha,2022,3,jagatsinghapur district,7256382,10735372271.14161
9555,odisha,2022,3,balangir district,5221322,9063831703.893017
9556,odisha,2022,3,baleshwar district,11721722,19704921264.79484
9557,odisha,2022,3,puri district,11193823,16592473105.31533
9558,odisha,2022,3,sonepur district,1778702,3405255943.029232
9559,odisha,2022,3,khordha district,182514532,234713995654.54208
9560,odisha,2022,3,boudh district,1191513,2148876148.799854
9561,odisha,2022,3,gajapati district,3662329,7752031340.001187
9562,odisha,2022,3,nayagarh district,4495311,6946679941.389475
9563,odisha,2022,3,nabarangpur district,2357269,4596544680.665671
9564,odisha,2022,3,kendrapara district,6258047,9787502106.824364
9565,odisha,2022,3,cuttack district,26643179,39407252993.2224
9566,odisha,2022,4,rayagada district,5257941,8675747746.466286
9567,odisha,2022,4,koraput district,6085464,11474927055.711761
9568,odisha,2022,4,malkangiri district,1806300,3725926906.9763513
9569,odisha,2022,4,sambalpur district,10274024,14842758106.87967
9570,odisha,2022,4,kalahandi district,5718284,9059291540.607044
9571,odisha,2022,4,anugul district,12295417,19745058048.99432
9572,odisha,2022,4,ganjam district,22374745,39538930037.66425
9573,odisha,2022,4,jajapur district,14867125,21337793694.56002
9574,odisha,2022,4,bargarh district,5568285,9785407450.508883
9575,odisha,2022,4,dhenkanal district,6836914,10618843490.215979
9576,odisha,2022,4,bhadrak district,10065776,15308124669.531921
9577,odisha,2022,4,nuapada district,1890250,3596704492.650288
9578,odisha,2022,4,kendujhar district,10410170,17491124060.73769
9579,odisha,2022,4,mayurbhanj district,8292947,13255523390.65194
9580,odisha,2022,4,jharsuguda district,5993084,8933820245.634933
9581,odisha,2022,4,kandhamal district,2010523,3670658325.388134
9582,odisha,2022,4,deogarh district,798399,1590818534.2203062
9583,odisha,2022,4,sundargarh district,13451927,21877712615.61438
9584,odisha,2022,4,jagatsinghapur district,8378147,12340755527.04807
9585,odisha,2022,4,balangir district,6484587,11236556907.329632
9586,odisha,2022,4,baleshwar district,13396460,22861471772.13806
9587,odisha,2022,4,puri district,13182742,19540224955.19215
9588,odisha,2022,4,sonepur district,2183385,3996412193.566078
9589,odisha,2022,4,khordha district,208260666,268479766618.4059
9590,odisha,2022,4,boudh district,1271353,2337831973.684458
9591,odisha,2022,4,gajapati district,3242621,6909085562.353609
9592,odisha,2022,4,nayagarh district,4834028,7483877287.158049
9593,odisha,2022,4,nabarangpur district,2969219,5927912765.485254
9594,odisha,2022,4,kendrapara district,7111443,11163586588.460682
9595,odisha,2022,4,cuttack district,30402517,45410411960.17213
9596,puducherry,2018,1,karaikal district,10266,17996501.51665456
9597,puducherry,2018,1,puducherry district,86486,136205607.9458232
9598,puducherry,2018,1,yanam district,5948,9167584.996845197
9599,puducherry,2018,1,mahe district,1512,2456276.910513108
9600,puducherry,2018,2,karaikal district,18649,42127264.52392844
9601,puducherry,2018,2,puducherry district,102722,224950541.63276502
9602,puducherry,2018,2,yanam district,6204,15165659.15080856
9603,puducherry,2018,2,mahe district,2686,3557654.224934818
9604,puducherry,2018,3,karaikal district,23605,56668700.11785459
9605,puducherry,2018,3,puducherry district,147716,334779012.2520994
9606,puducherry,2018,3,yanam district,14243,20556914.72395948
9607,puducherry,2018,3,mahe district,4707,5653448.400293597
9608,puducherry,2018,4,karaikal district,34809,77106295.39277278
9609,puducherry,2018,4,puducherry district,253397,511150128.28504336
9610,puducherry,2018,4,yanam district,14991,30135590.74961621
9611,puducherry,2018,4,mahe district,4767,7299650.996062614
9612,puducherry,2019,1,karaikal district,47329,97328630.03167163
9613,puducherry,2019,1,puducherry district,422723,753546044.3241928
9614,puducherry,2019,1,yanam district,24489,44751664.92796348
9615,puducherry,2019,1,mahe district,6551,10846685.02269478
9616,puducherry,2019,2,karaikal district,31079,75135164.18826595
9617,puducherry,2019,2,puducherry district,519810,1075863296.394006
9618,puducherry,2019,2,yanam district,23022,49923875.40922065
9619,puducherry,2019,2,mahe district,6166,10524574.13631358
9620,puducherry,2019,3,karaikal district,45737,101419895.438094
9621,puducherry,2019,3,puducherry district,629431,1279933924.090239
9622,puducherry,2019,3,yanam district,33240,64060521.00575118
9623,puducherry,2019,3,mahe district,8418,15294016.92132694
9624,puducherry,2019,4,karaikal district,58510,122162466.31398112
9625,puducherry,2019,4,puducherry district,893985,1700000398.356333
9626,puducherry,2019,4,yanam district,48736,91368451.74732454
9627,puducherry,2019,4,mahe district,11424,18497001.46126328
9628,puducherry,2020,1,karaikal district,68088,136347281.23095742
9629,puducherry,2020,1,puducherry district,1060927,1916832756.328799
9630,puducherry,2020,1,yanam district,65016,129871509.51094079
9631,puducherry,2020,1,mahe district,13890,22225930.00888686
9632,puducherry,2020,2,karaikal district,64779,128626212.880114
9633,puducherry,2020,2,puducherry district,868930,1652466844.360521
9634,puducherry,2020,2,yanam district,78024,142084095.51889393
9635,puducherry,2020,2,mahe district,21650,36853827.72806046
9636,puducherry,2020,3,karaikal district,85556,201796443.97124588
9637,puducherry,2020,3,puducherry district,1515874,3144232151.699005
9638,puducherry,2020,3,yanam district,105613,212350487.3167481
9639,puducherry,2020,3,mahe district,23859,39701146.44760118
9640,puducherry,2020,4,karaikal district,141895,310516002.76905733
9641,puducherry,2020,4,puducherry district,2349454,4194543311.971803
9642,puducherry,2020,4,yanam district,182547,363312761.9640232
9643,puducherry,2020,4,mahe district,42107,62154140.96632716
9644,puducherry,2021,1,karaikal district,161642,360807458.7675149
9645,puducherry,2021,1,puducherry district,2920236,5086390412.0896845
9646,puducherry,2021,1,yanam district,178609,375222411.5704019
9647,puducherry,2021,1,mahe district,48945,76889289.31604216
9648,puducherry,2021,2,karaikal district,169944,352528451.69910693
9649,puducherry,2021,2,puducherry district,3316123,5610649880.723414
9650,puducherry,2021,2,yanam district,212893,448908146.532982
9651,puducherry,2021,2,mahe district,52427,86748217.58839178
9652,puducherry,2021,3,karaikal district,241468,508474640.4041999
9653,puducherry,2021,3,puducherry district,4514763,7530306876.968773
9654,puducherry,2021,3,yanam district,289263,571731114.8773613
9655,puducherry,2021,3,mahe district,76232,119461798.7641369
9656,puducherry,2021,4,karaikal district,300601,586375959.8099657
9657,puducherry,2021,4,puducherry district,5606990,8973636725.35894
9658,puducherry,2021,4,yanam district,360182,704806775.3570119
9659,puducherry,2021,4,mahe district,101037,158832340.7045973
9660,puducherry,2022,1,karaikal district,362403,702448183.2222146
9661,puducherry,2022,1,puducherry district,6470067,10377036935.72727
9662,puducherry,2022,1,yanam district,410527,819248314.3131008
9663,puducherry,2022,1,mahe district,116179,184741472.1240724
9664,puducherry,2022,2,karaikal district,417480,788877561.2769251
9665,puducherry,2022,2,puducherry district,7617058,11822245859.332409
9666,puducherry,2022,2,yanam district,481753,963312236.3090451
9667,puducherry,2022,2,mahe district,127396,204309598.85051042
9668,puducherry,2022,3,karaikal district,456795,825576112.2167913
9669,puducherry,2022,3,puducherry district,5992740,8962290618.748474
9670,puducherry,2022,3,yanam district,466305,876565449.6380186
9671,puducherry,2022,3,mahe district,126887,189885530.53765923
9672,puducherry,2022,4,karaikal district,488147,837406336.5163368
9673,puducherry,2022,4,puducherry district,6382870,9121245940.116945
9674,puducherry,2022,4,yanam district,536311,969860108.2593639
9675,puducherry,2022,4,mahe district,148799,213692492.2818488
9676,punjab,2018,1,shahid bhagat singh nagar district,20891,31984799.71713729
9677,punjab,2018,1,fazilka district,100864,118915901.38096191
9678,punjab,2018,1,barnala district,20348,30779491.36074768
9679,punjab,2018,1,mansa district,47047,41535817.90595643
9680,punjab,2018,1,ludhiana district,427197,563038260.5420344
9681,punjab,2018,1,sri muktsar sahib district,44697,54146157.15264935
9682,punjab,2018,1,patiala district,131111,216716752.32743278
9683,punjab,2018,1,pathankot district,51474,81047251.32470225
9684,punjab,2018,1,fatehgarh sahib district,31868,43563884.002304874
9685,punjab,2018,1,rupnagar district,33059,51094982.22818903
9686,punjab,2018,1,tarn taran district,23026,43205533.21603615
9687,punjab,2018,1,sas nagar district,285119,465850273.6343405
9688,punjab,2018,1,sangrur district,89227,118420389.5279365
9689,punjab,2018,1,jalandhar district,118981,193577710.74675983
9690,punjab,2018,1,bathinda district,96310,151709303.3472533
9691,punjab,2018,1,kapurthala district,65770,79325181.77412872
9692,punjab,2018,1,firozepur district,43858,68077291.26643817
9693,punjab,2018,1,gurdaspur district,33787,57534101.01561795
9694,punjab,2018,1,amritsar district,98115,200091373.45188668
9695,punjab,2018,1,faridkot district,31684,45932933.791692935
9696,punjab,2018,1,hoshiarpur district,43008,64771754.25275349
9697,punjab,2018,1,moga district,32992,59439080.88744533
9698,punjab,2018,2,shahid bhagat singh nagar district,27601,57097563.75463554
9699,punjab,2018,2,fazilka district,132032,203431002.4728447
9700,punjab,2018,2,barnala district,27175,55951707.92772633
9701,punjab,2018,2,mansa district,61637,73350476.69493681
9702,punjab,2018,2,ludhiana district,572930,935892631.8609878
9703,punjab,2018,2,sri muktsar sahib district,62150,98991562.11189887
9704,punjab,2018,2,patiala district,196259,371254259.43794763
9705,punjab,2018,2,pathankot district,78612,158739383.40365842
9706,punjab,2018,2,fatehgarh sahib district,45947,73715314.65665385
9707,punjab,2018,2,rupnagar district,44278,84494301.9300065
9708,punjab,2018,2,tarn taran district,30289,62616087.618352324
9709,punjab,2018,2,sas nagar district,387752,730035482.9606797
9710,punjab,2018,2,sangrur district,125761,193602226.8394437
9711,punjab,2018,2,jalandhar district,158547,333928450.34592813
9712,punjab,2018,2,bathinda district,146307,267391852.0876523
9713,punjab,2018,2,kapurthala district,80199,143776925.5404953
9714,punjab,2018,2,firozepur district,61163,112984834.34917662
9715,punjab,2018,2,gurdaspur district,51270,96002110.3022901
9716,punjab,2018,2,amritsar district,147287,334246873.7993744
9717,punjab,2018,2,faridkot district,39283,82684843.48048516
9718,punjab,2018,2,hoshiarpur district,61527,115287400.4575735
9719,punjab,2018,2,moga district,43157,99196919.97429472
9720,punjab,2018,3,shahid bhagat singh nagar district,50360,75243771.62254676
9721,punjab,2018,3,fazilka district,157892,270023103.2648601
9722,punjab,2018,3,barnala district,30636,73261685.88822013
9723,punjab,2018,3,mansa district,66110,109278595.3631521
9724,punjab,2018,3,ludhiana district,778963,1456417150.347463
9725,punjab,2018,3,sri muktsar sahib district,68801,136393053.694744
