,states,year,quarter,district,trans_counts,amount
3369,manipur,2021,1,senapati,22025,73777202.51436572
3370,manipur,2021,2,imphal west,2353896,5697696459.585503
3371,manipur,2021,2,imphal east,179337,491977805.97917175
3372,manipur,2021,2,thoubal,91264,268514237.4881531
3373,manipur,2021,2,bishnupur,89095,260900495.16290623
3374,manipur,2021,2,churachandpur,80524,273962339.39499444
3375,manipur,2021,2,kangpokpi,78765,236369410.09906262
3376,manipur,2021,2,kakching,37444,92311646.34027097
3377,manipur,2021,2,chandel,29178,90054101.93360363
3378,manipur,2021,2,ukhrul,28524,81225585.72178741
3379,manipur,2021,2,senapati,25681,70219657.8819672
3380,manipur,2021,3,imphal west,3027735,7437068961.027052
3381,manipur,2021,3,imphal east,226128,705081475.2381084
3382,manipur,2021,3,thoubal,113257,363547884.1177802
3383,manipur,2021,3,churachandpur,109913,397548796.56202096
3384,manipur,2021,3,bishnupur,104901,320379628.19769484
3385,manipur,2021,3,kangpokpi,94883,299760833.4043892
3386,manipur,2021,3,kakching,44277,128692670.008053
3387,manipur,2021,3,chandel,36126,116052040.7894788
3388,manipur,2021,3,ukhrul,35250,118509943.9038784
3389,manipur,2021,3,tamenglong,33266,108769884.2048046
3390,manipur,2021,4,imphal west,3649688,9254105829.377777
3391,manipur,2021,4,imphal east,268205,853764884.9988655
3392,manipur,2021,4,thoubal,130316,393043161.28167003
3393,manipur,2021,4,churachandpur,121140,446895232.6851511
3394,manipur,2021,4,bishnupur,113386,369885898.8351996
3395,manipur,2021,4,kangpokpi,107329,318563859.8204656
3396,manipur,2021,4,kakching,43224,130159064.31913412
3397,manipur,2021,4,tengnoupal,40383,154956864.2361688
3398,manipur,2021,4,tamenglong,40279,140792582.93230072
3399,manipur,2021,4,chandel,39891,131651667.09783672
3400,manipur,2022,1,imphal west,4129560,10331377272.313229
3401,manipur,2022,1,imphal east,298053,926298622.7916505
3402,manipur,2022,1,thoubal,159443,465999965.9324683
3403,manipur,2022,1,churachandpur,132079,478282953.14129984
3404,manipur,2022,1,bishnupur,129775,410979761.5959294
3405,manipur,2022,1,kangpokpi,120614,361422857.4778744
3406,manipur,2022,1,tamenglong,53325,182059187.8775179
3407,manipur,2022,1,chandel,46964,156821048.3314056
3408,manipur,2022,1,ukhrul,45977,163211543.8876433
3409,manipur,2022,1,kakching,45714,129009720.3630175
3410,manipur,2022,2,imphal west,4858000,11035105413.78688
3411,manipur,2022,2,imphal east,334382,1017003992.8811901
3412,manipur,2022,2,thoubal,179962,489921006.2514488
3413,manipur,2022,2,bishnupur,132234,427663723.98262024
3414,manipur,2022,2,churachandpur,130821,445674066.4756688
3415,manipur,2022,2,kangpokpi,127346,360381229.2430087
3416,manipur,2022,2,tamenglong,48779,158669784.21199042
3417,manipur,2022,2,ukhrul,48388,165524493.50724018
3418,manipur,2022,2,kakching,45754,124881636.1664599
3419,manipur,2022,2,chandel,44845,161255425.28835762
3420,manipur,2022,3,imphal west,4865688,11153142712.787481
3421,manipur,2022,3,imphal east,401052,1106024473.265097
3422,manipur,2022,3,churachandpur,200968,560754898.7150536
3423,manipur,2022,3,thoubal,198398,502784611.8050357
3424,manipur,2022,3,kangpokpi,137088,382055039.8651606
3425,manipur,2022,3,bishnupur,126573,397535713.95992273
3426,manipur,2022,3,kakching,114178,269711112.4549243
3427,manipur,2022,3,tamenglong,48889,150947198.9523353
3428,manipur,2022,3,ukhrul,48127,165404721.9164956
3429,manipur,2022,3,senapati,46116,141106697.6418018
3430,manipur,2022,4,imphal west,4737839,11004726597.69887
3431,manipur,2022,4,imphal east,417476,1124061241.845398
3432,manipur,2022,4,thoubal,252156,642341521.1672155
3433,manipur,2022,4,kakching,205827,477287512.8489387
3434,manipur,2022,4,kangpokpi,195796,499527018.9345387
3435,manipur,2022,4,churachandpur,139622,418292018.1391273
3436,manipur,2022,4,bishnupur,134155,398215642.6664851
3437,manipur,2022,4,senapati,63745,180730794.84235078
3438,manipur,2022,4,tamenglong,51040,160602196.99791262
3439,manipur,2022,4,tengnoupal,49553,175755833.19199598
3440,meghalaya,2018,1,east khasi hills,23283,31807959.17537334
3441,meghalaya,2018,1,west garo hills,7660,9199200.848858135
3442,meghalaya,2018,1,ribhoi,6029,8736566.953918608
3443,meghalaya,2018,1,east jaintia hills,4896,8299361.376028441
3444,meghalaya,2018,1,west jaintia hills,3131,2812937.948004551
3445,meghalaya,2018,1,west khasi hills,1079,1647761.3372907462
3446,meghalaya,2018,1,north garo hills,922,652554.6654640209
3447,meghalaya,2018,1,south west garo hills,798,1015597.2351604333
3448,meghalaya,2018,1,east garo hills,749,781579.3759249721
3449,meghalaya,2018,1,south garo hills,705,807410.0407250253
3450,meghalaya,2018,2,east khasi hills,33966,61180700.47972991
3451,meghalaya,2018,2,west garo hills,10651,19685429.15426454
3452,meghalaya,2018,2,ribhoi,8761,14181827.91983224
3453,meghalaya,2018,2,east jaintia hills,6004,13059945.84304524
3454,meghalaya,2018,2,west jaintia hills,2232,2312980.3326936862
3455,meghalaya,2018,2,south west garo hills,1767,1724404.6747075585
3456,meghalaya,2018,2,north garo hills,1403,1278347.188045342
3457,meghalaya,2018,2,south garo hills,1103,1553253.9322072896
3458,meghalaya,2018,2,east garo hills,832,1032161.1690227182
3459,meghalaya,2018,2,west khasi hills,742,684129.9552836155
3460,meghalaya,2018,3,east khasi hills,54015,111173160.2625644
3461,meghalaya,2018,3,west garo hills,17911,31488596.439377252
3462,meghalaya,2018,3,ribhoi,13023,26072883.30165546
3463,meghalaya,2018,3,east jaintia hills,11397,22683448.874125842
3464,meghalaya,2018,3,west jaintia hills,3240,4571330.11958733
3465,meghalaya,2018,3,south west garo hills,2740,4294444.4478258435
3466,meghalaya,2018,3,north garo hills,2271,1976480.205681387
3467,meghalaya,2018,3,south garo hills,2110,2467349.2565310476
3468,meghalaya,2018,3,east garo hills,1323,1963470.7809556075
3469,meghalaya,2018,3,west khasi hills,1228,2146208.196912882
3470,meghalaya,2018,4,east khasi hills,70386,167808906.7795516
3471,meghalaya,2018,4,west garo hills,29000,52674487.37349704
3472,meghalaya,2018,4,east jaintia hills,20614,37885027.67424764
3473,meghalaya,2018,4,ribhoi,18294,42066652.87282289
3474,meghalaya,2018,4,west jaintia hills,4693,7562803.76113517
3475,meghalaya,2018,4,north garo hills,4011,4590211.2600644585
3476,meghalaya,2018,4,south west garo hills,3950,4531236.407859931
3477,meghalaya,2018,4,south garo hills,3037,6001319.09688588
3478,meghalaya,2018,4,west khasi hills,2821,5962239.029920495
3479,meghalaya,2018,4,east garo hills,2808,5832920.483690145
3480,meghalaya,2019,1,east khasi hills,101662,201352082.70276007
3481,meghalaya,2019,1,west garo hills,30087,58548564.16871372
3482,meghalaya,2019,1,ribhoi,27304,55813436.166998625
3483,meghalaya,2019,1,east jaintia hills,25054,46007520.563186996
3484,meghalaya,2019,1,west jaintia hills,5411,7594602.551824972
3485,meghalaya,2019,1,south west garo hills,3819,4558241.545395774
3486,meghalaya,2019,1,north garo hills,3816,4016398.1062618718
3487,meghalaya,2019,1,west khasi hills,3646,5045464.405482588
3488,meghalaya,2019,1,east garo hills,3529,6495149.290021526
3489,meghalaya,2019,1,south garo hills,3146,7486873.33081286
3490,meghalaya,2019,2,east khasi hills,126665,274701980.6037081
3491,meghalaya,2019,2,west garo hills,32077,70701852.43602182
3492,meghalaya,2019,2,ribhoi,27488,61625177.51082604
3493,meghalaya,2019,2,east jaintia hills,21325,43624217.35616366
3494,meghalaya,2019,2,west jaintia hills,5226,9713762.898637522
3495,meghalaya,2019,2,south west garo hills,4563,6981663.150095232
3496,meghalaya,2019,2,east garo hills,3926,6785815.738085165
3497,meghalaya,2019,2,north garo hills,3804,4329558.19180281
3498,meghalaya,2019,2,south garo hills,3048,7076537.051932728
3499,meghalaya,2019,2,west khasi hills,3012,4711717.239687435
3500,meghalaya,2019,3,east khasi hills,156970,344129503.4634751
3501,meghalaya,2019,3,west garo hills,45652,90390851.32626869
3502,meghalaya,2019,3,ribhoi,36292,73979318.03570686
3503,meghalaya,2019,3,east jaintia hills,28604,50090916.581640005
3504,meghalaya,2019,3,west jaintia hills,8947,11292434.23987686
3505,meghalaya,2019,3,south west garo hills,6405,9676872.049848383
3506,meghalaya,2019,3,north garo hills,6329,7479871.090316384
3507,meghalaya,2019,3,east garo hills,5970,8134689.123280492
3508,meghalaya,2019,3,south garo hills,4768,7846736.258536675
3509,meghalaya,2019,3,west khasi hills,4604,6779362.1133165285
3510,meghalaya,2019,4,east khasi hills,189936,413649820.0310261
3511,meghalaya,2019,4,west garo hills,51137,104063298.1853754
3512,meghalaya,2019,4,ribhoi,42953,90622918.2855494
3513,meghalaya,2019,4,east jaintia hills,31575,61615652.49744396
3514,meghalaya,2019,4,west jaintia hills,11750,16126169.37307124
3515,meghalaya,2019,4,north garo hills,8449,11018090.11324269
3516,meghalaya,2019,4,east garo hills,7811,11523924.1048165
3517,meghalaya,2019,4,south west garo hills,7301,11722163.479435438
3518,meghalaya,2019,4,south garo hills,7020,9901296.404344358
3519,meghalaya,2019,4,west khasi hills,5296,8007467.1825601505
3520,meghalaya,2020,1,east khasi hills,280817,712010339.1765578
3521,meghalaya,2020,1,west garo hills,65263,130098803.74893941
3522,meghalaya,2020,1,ribhoi,51789,109400759.4666921
3523,meghalaya,2020,1,east jaintia hills,36855,76021760.04400355
3524,meghalaya,2020,1,west jaintia hills,15784,22057088.945124794
3525,meghalaya,2020,1,south west garo hills,10582,14322530.89024009
3526,meghalaya,2020,1,south garo hills,10483,11902327.50751782
3527,meghalaya,2020,1,east garo hills,10003,15050504.87949769
3528,meghalaya,2020,1,north garo hills,9622,11664668.29142583
3529,meghalaya,2020,1,west khasi hills,7569,12185453.50070402
3530,meghalaya,2020,2,east khasi hills,294655,669450297.8938913
3531,meghalaya,2020,2,west garo hills,107355,178844205.7463917
3532,meghalaya,2020,2,ribhoi,60451,108416383.15117331
3533,meghalaya,2020,2,east jaintia hills,50077,79110098.89726548
3534,meghalaya,2020,2,west jaintia hills,26041,22356066.44251103
3535,meghalaya,2020,2,south west garo hills,20761,21835410.253734987
3536,meghalaya,2020,2,east garo hills,19865,19379120.25893038
3537,meghalaya,2020,2,north garo hills,19393,16949021.84509483
3538,meghalaya,2020,2,south garo hills,15934,18498464.712551523
3539,meghalaya,2020,2,west khasi hills,14911,13551099.23022138
3540,meghalaya,2020,3,east khasi hills,239307,571789473.6065949
3541,meghalaya,2020,3,west garo hills,117550,249575864.65120548
3542,meghalaya,2020,3,ribhoi,64590,138771339.6540833
3543,meghalaya,2020,3,east jaintia hills,52534,99669877.91499352
3544,meghalaya,2020,3,west jaintia hills,28622,39860361.23642549
3545,meghalaya,2020,3,south west garo hills,19536,31848167.46098628
3546,meghalaya,2020,3,east garo hills,19353,30405909.14616639
3547,meghalaya,2020,3,north garo hills,17943,23618250.65693206
3548,meghalaya,2020,3,south garo hills,17171,23368652.179516587
3549,meghalaya,2020,3,west khasi hills,15031,19820539.50357129
3550,meghalaya,2020,4,east khasi hills,298622,777719090.1611657
3551,meghalaya,2020,4,west garo hills,149536,362364387.9674451
3552,meghalaya,2020,4,ribhoi,90879,223682008.0301527
3553,meghalaya,2020,4,east jaintia hills,65059,162952261.01543322
3554,meghalaya,2020,4,west jaintia hills,32267,55102701.17496341
3555,meghalaya,2020,4,south west garo hills,24078,49584665.87626746
3556,meghalaya,2020,4,east garo hills,23262,41847990.16447668
3557,meghalaya,2020,4,south garo hills,22487,34586748.62670687
3558,meghalaya,2020,4,north garo hills,22048,36801863.778283074
3559,meghalaya,2020,4,west khasi hills,18440,41431802.48173465
3560,meghalaya,2021,1,east khasi hills,322156,915771307.2291535
3561,meghalaya,2021,1,west garo hills,133362,370492803.5429464
3562,meghalaya,2021,1,ribhoi,98957,266571316.12978172
3563,meghalaya,2021,1,east jaintia hills,70732,205454314.7964043
3564,meghalaya,2021,1,west jaintia hills,24312,53826602.11269104
3565,meghalaya,2021,1,south garo hills,19054,44351833.9562286
3566,meghalaya,2021,1,north garo hills,18850,37908696.16305937
3567,meghalaya,2021,1,south west garo hills,18591,41861206.69737828
3568,meghalaya,2021,1,east garo hills,18473,40212217.237080485
3569,meghalaya,2021,1,west khasi hills,16947,60183253.846965134
3570,meghalaya,2021,2,east khasi hills,386773,994348113.9313933
3571,meghalaya,2021,2,west garo hills,174186,437555569.8453884
3572,meghalaya,2021,2,ribhoi,111231,265892507.53668693
3573,meghalaya,2021,2,east jaintia hills,87223,205906820.910982
3574,meghalaya,2021,2,west jaintia hills,30529,53732989.3560653
3575,meghalaya,2021,2,north garo hills,25028,37984069.23193222
3576,meghalaya,2021,2,south west garo hills,24491,47526700.89855359
3577,meghalaya,2021,2,east garo hills,24431,42603145.83447135
3578,meghalaya,2021,2,south garo hills,21894,48819031.957291886
3579,meghalaya,2021,2,west khasi hills,16590,41326043.50138933
3580,meghalaya,2021,3,east khasi hills,475308,1267820067.264946
3581,meghalaya,2021,3,west garo hills,207635,550868915.1603696
3582,meghalaya,2021,3,ribhoi,135524,337135306.8313167
3583,meghalaya,2021,3,east jaintia hills,103142,254116660.0241707
3584,meghalaya,2021,3,west jaintia hills,37590,71888903.26179792
3585,meghalaya,2021,3,north garo hills,30790,56346103.941142686
3586,meghalaya,2021,3,east garo hills,29654,54695590.9177565
3587,meghalaya,2021,3,south west garo hills,28662,59140851.35546416
3588,meghalaya,2021,3,south garo hills,23378,50417337.27842516
3589,meghalaya,2021,3,west khasi hills,17524,45708478.00363463
3590,meghalaya,2021,4,east khasi hills,602012,1647841435.793727
3591,meghalaya,2021,4,west garo hills,261543,746098768.1324025
3592,meghalaya,2021,4,ribhoi,210094,495239611.1245396
3593,meghalaya,2021,4,east jaintia hills,140522,371541323.5123424
3594,meghalaya,2021,4,west jaintia hills,43460,98276171.06270258
3595,meghalaya,2021,4,north garo hills,38565,88113799.75521982
3596,meghalaya,2021,4,east garo hills,37744,79675265.12123142
3597,meghalaya,2021,4,south west garo hills,35153,76249072.06112294
3598,meghalaya,2021,4,west khasi hills,29960,108595108.913038
3599,meghalaya,2021,4,south garo hills,28989,89662812.0439802
3600,meghalaya,2022,1,east khasi hills,653082,1762837936.312902
3601,meghalaya,2022,1,west garo hills,325791,991586557.2279948
3602,meghalaya,2022,1,ribhoi,257923,624403404.8028624
3603,meghalaya,2022,1,east jaintia hills,169484,496156278.4387266
3604,meghalaya,2022,1,west jaintia hills,49196,126597671.42735201
3605,meghalaya,2022,1,south garo hills,43827,166412749.63292432
3606,meghalaya,2022,1,east garo hills,42878,97659034.30770612
3607,meghalaya,2022,1,north garo hills,42030,87894203.47088854
3608,meghalaya,2022,1,south west garo hills,39644,98249285.49958463
3609,meghalaya,2022,1,west khasi hills,36687,148090837.0695271
3610,meghalaya,2022,2,east khasi hills,853333,2156500112.108344
3611,meghalaya,2022,2,west garo hills,392151,1150602954.638953
3612,meghalaya,2022,2,ribhoi,337102,755786725.0698187
3613,meghalaya,2022,2,east jaintia hills,193196,502640751.79220253
3614,meghalaya,2022,2,west jaintia hills,56272,152394109.7280838
3615,meghalaya,2022,2,east garo hills,46150,106793207.7940663
3616,meghalaya,2022,2,north garo hills,44965,92496675.79074751
3617,meghalaya,2022,2,south west garo hills,43006,118240788.93575421
3618,meghalaya,2022,2,south garo hills,33680,92292848.0663783
3619,meghalaya,2022,2,west khasi hills,31223,103764884.8834742
3620,meghalaya,2022,3,east khasi hills,2924522,6137770373.209273
3621,meghalaya,2022,3,west garo hills,508052,1283479556.413095
3622,meghalaya,2022,3,ribhoi,400075,825278960.5336027
3623,meghalaya,2022,3,east jaintia hills,241204,633317484.075039
3624,meghalaya,2022,3,west jaintia hills,62798,171112837.01348782
3625,meghalaya,2022,3,south west garo hills,48898,121831916.0453497
3626,meghalaya,2022,3,north garo hills,48727,107884419.5564478
3627,meghalaya,2022,3,east garo hills,47047,99390252.25463584
3628,meghalaya,2022,3,south garo hills,35206,88310719.84102406
3629,meghalaya,2022,3,west khasi hills,29296,87822016.1025165
3630,meghalaya,2022,4,east khasi hills,2285868,4886013367.030624
3631,meghalaya,2022,4,west garo hills,612945,1565478827.2720141
3632,meghalaya,2022,4,ribhoi,416100,855262410.3336376
3633,meghalaya,2022,4,east jaintia hills,252554,698736182.2686267
3634,meghalaya,2022,4,west jaintia hills,81501,229129661.89603102
3635,meghalaya,2022,4,east garo hills,59445,143293321.8148585
3636,meghalaya,2022,4,south west garo hills,59231,150334364.8598402
3637,meghalaya,2022,4,north garo hills,59149,130072498.39208941
3638,meghalaya,2022,4,south garo hills,47478,134393051.3773939
3639,meghalaya,2022,4,west khasi hills,41404,141954215.0929066
3640,mizoram,2018,1,aizawl,12006,27918980.947612703
3641,mizoram,2018,1,lunglei,1604,2350555.3184242332
3642,mizoram,2018,1,kolasib,1457,3891685.392413744
3643,mizoram,2018,1,mamit,1133,5729263.410353888
3644,mizoram,2018,1,lawngtlai,735,547180.2110017058
3645,mizoram,2018,1,serchhip,691,1729998.4078016218
3646,mizoram,2018,1,saiha,482,2188550.572811981
3647,mizoram,2018,1,champhai,453,871005.7153709702
3648,mizoram,2018,2,aizawl,16353,48340497.162337765
3649,mizoram,2018,2,lunglei,3249,6814747.054434758
3650,mizoram,2018,2,kolasib,2092,5117340.437229811
3651,mizoram,2018,2,mamit,1813,10477582.99037601
3652,mizoram,2018,2,serchhip,1237,3831939.5692156893
3653,mizoram,2018,2,saiha,846,5346759.668342534
3654,mizoram,2018,2,champhai,834,2204311.92373675
3655,mizoram,2018,2,lawngtlai,627,1375226.7520610169
3656,mizoram,2018,3,aizawl,24199,72031541.21772185
3657,mizoram,2018,3,lunglei,4716,12189472.093972271
3658,mizoram,2018,3,kolasib,2631,6563816.625400645
3659,mizoram,2018,3,mamit,2247,5446959.531490731
3660,mizoram,2018,3,serchhip,2133,6572902.580575922
3661,mizoram,2018,3,lawngtlai,1231,3422241.331497662
3662,mizoram,2018,3,champhai,1099,4369317.524420092
3663,mizoram,2018,3,saiha,1060,6004487.220311114
3664,mizoram,2018,4,aizawl,31828,114757156.94930999
3665,mizoram,2018,4,lunglei,6349,20867419.80003755
3666,mizoram,2018,4,kolasib,4701,13882638.97537515
3667,mizoram,2018,4,mamit,4168,12100776.51194083
3668,mizoram,2018,4,serchhip,2830,9311124.637936298
3669,mizoram,2018,4,lawngtlai,2341,5862745.984908307
3670,mizoram,2018,4,champhai,1726,6092672.776851988
3671,mizoram,2018,4,saiha,1299,7552316.893169427
3672,mizoram,2019,1,aizawl,40608,125499167.45130551
3673,mizoram,2019,1,lunglei,8092,24562628.04677686
3674,mizoram,2019,1,kolasib,5590,15775791.30852553
3675,mizoram,2019,1,mamit,5400,15141345.457853131
3676,mizoram,2019,1,lawngtlai,3749,12077236.04176996
3677,mizoram,2019,1,serchhip,2964,9972286.162915044
3678,mizoram,2019,1,saiha,2038,8448785.630905889
3679,mizoram,2019,1,champhai,1865,6683655.297350604
3680,mizoram,2019,2,aizawl,45257,147150855.4335745
3681,mizoram,2019,2,lunglei,8919,29564431.131805923
3682,mizoram,2019,2,kolasib,5077,15941097.79665649
3683,mizoram,2019,2,mamit,5047,15936975.402700381
3684,mizoram,2019,2,lawngtlai,4502,12828264.16579302
3685,mizoram,2019,2,serchhip,2917,10740915.810445419
3686,mizoram,2019,2,champhai,2055,7970010.188288981
3687,mizoram,2019,2,saiha,1897,7884158.20574963
3688,mizoram,2019,3,aizawl,54796,162632861.96810922
3689,mizoram,2019,3,lunglei,13305,34090897.89113889
3690,mizoram,2019,3,kolasib,6977,17976086.41167679
3691,mizoram,2019,3,mamit,6296,14161494.18752773
3692,mizoram,2019,3,lawngtlai,6097,14593963.45583861
3693,mizoram,2019,3,serchhip,4389,12447829.176727349
3694,mizoram,2019,3,champhai,3512,12151523.03887969
3695,mizoram,2019,3,saiha,2722,10739243.82144364
3696,mizoram,2019,4,aizawl,68532,215337713.3484954
3697,mizoram,2019,4,lunglei,15344,42919898.693862505
3698,mizoram,2019,4,kolasib,11051,24470971.73397691
3699,mizoram,2019,4,mamit,8468,16925628.216343682
3700,mizoram,2019,4,lawngtlai,8069,22279514.789250817
3701,mizoram,2019,4,serchhip,5889,15064874.565576471
3702,mizoram,2019,4,champhai,4878,17885681.11019664
3703,mizoram,2019,4,saiha,3008,13805068.17678567
3704,mizoram,2020,1,aizawl,78597,215534588.0542435
3705,mizoram,2020,1,lunglei,19703,47052524.734837465
3706,mizoram,2020,1,lawngtlai,13887,31918357.19026942
3707,mizoram,2020,1,mamit,12136,21524123.96264601
3708,mizoram,2020,1,kolasib,11386,26364756.9393031
3709,mizoram,2020,1,serchhip,7512,15256865.2400799
3710,mizoram,2020,1,champhai,6269,19712814.74999166
3711,mizoram,2020,1,saiha,4119,14713548.4782659
3712,mizoram,2020,2,aizawl,93369,238637352.52940091
3713,mizoram,2020,2,lunglei,27260,60375778.3281481
3714,mizoram,2020,2,lawngtlai,22369,44085859.53881077
3715,mizoram,2020,2,mamit,15352,24755549.9649563
3716,mizoram,2020,2,kolasib,14432,29350410.44476999
3717,mizoram,2020,2,serchhip,10425,19459795.69098445
3718,mizoram,2020,2,champhai,8480,20817381.34715029
3719,mizoram,2020,2,saiha,6775,19711305.59809842
3720,mizoram,2020,3,aizawl,136460,413175918.9701165
3721,mizoram,2020,3,lunglei,30971,83270436.83501582
3722,mizoram,2020,3,lawngtlai,25540,62210090.16784427
3723,mizoram,2020,3,mamit,17199,28176447.03052408
3724,mizoram,2020,3,kolasib,15789,35985260.69099183
3725,mizoram,2020,3,champhai,11286,35131298.733567424
3726,mizoram,2020,3,serchhip,10351,25197852.93925552
3727,mizoram,2020,3,saiha,7107,24796870.137284853
3728,mizoram,2020,4,aizawl,166039,532069401.3249175
3729,mizoram,2020,4,lunglei,41847,117007241.0363552
3730,mizoram,2020,4,lawngtlai,32803,102209937.65580331
3731,mizoram,2020,4,mamit,21383,48253980.82891422
3732,mizoram,2020,4,kolasib,21149,56473537.936767064
3733,mizoram,2020,4,champhai,15587,50140873.98671983
3734,mizoram,2020,4,serchhip,14804,39531569.17092189
3735,mizoram,2020,4,saiha,8995,40835573.753559604
3736,mizoram,2021,1,aizawl,182220,609359098.2421973
3737,mizoram,2021,1,lunglei,40131,133262456.03079641
3738,mizoram,2021,1,lawngtlai,31658,106154307.36708312
3739,mizoram,2021,1,kolasib,22212,71207105.1965721
3740,mizoram,2021,1,mamit,18670,51226307.47618229
3741,mizoram,2021,1,champhai,13769,51873702.9412937
3742,mizoram,2021,1,serchhip,12877,42644166.31194883
3743,mizoram,2021,1,saiha,8038,35378443.379863545
3744,mizoram,2021,2,aizawl,222893,635733236.9899334
3745,mizoram,2021,2,lunglei,46084,125798685.12915291
3746,mizoram,2021,2,lawngtlai,38779,110575273.8536593
3747,mizoram,2021,2,kolasib,23910,66068598.117042184
3748,mizoram,2021,2,mamit,20464,51797964.374261424
3749,mizoram,2021,2,champhai,15913,52313277.17825453
3750,mizoram,2021,2,serchhip,15664,39541209.17776598
3751,mizoram,2021,2,saiha,10633,41046228.48202239
3752,mizoram,2021,3,aizawl,276340,865537331.9432544
3753,mizoram,2021,3,lunglei,55054,157303231.4425383
3754,mizoram,2021,3,lawngtlai,44431,130625157.50867541
3755,mizoram,2021,3,kolasib,30064,84157970.63748659
3756,mizoram,2021,3,mamit,22878,65856355.67206965
3757,mizoram,2021,3,serchhip,19902,54838260.2224697
3758,mizoram,2021,3,champhai,18678,71974971.0552853
3759,mizoram,2021,3,saiha,11182,43455371.73017335
3760,mizoram,2021,4,aizawl,317555,1021257676.359534
3761,mizoram,2021,4,lunglei,62996,193267816.7274936
3762,mizoram,2021,4,lawngtlai,47572,152734951.8376579
3763,mizoram,2021,4,kolasib,37950,113743718.8642811
3764,mizoram,2021,4,mamit,28553,76910208.12744261
3765,mizoram,2021,4,champhai,25625,100501231.3416473
3766,mizoram,2021,4,serchhip,21092,58127189.33020972
3767,mizoram,2021,4,saiha,11986,54122948.93477549
3768,mizoram,2022,1,aizawl,341192,1081700361.995988
3769,mizoram,2022,1,lunglei,70118,225762310.62306008
3770,mizoram,2022,1,lawngtlai,52546,177710904.92789972
3771,mizoram,2022,1,kolasib,41730,131565353.72167371
3772,mizoram,2022,1,mamit,31141,85615813.92389987
3773,mizoram,2022,1,champhai,28284,104778862.4111282
3774,mizoram,2022,1,serchhip,25542,73577504.13530782
3775,mizoram,2022,1,saiha,14364,64447851.872286744
3776,mizoram,2022,2,aizawl,364786,1137178791.396144
3777,mizoram,2022,2,lunglei,71974,216551898.04095763
3778,mizoram,2022,2,lawngtlai,55575,178078191.45037472
3779,mizoram,2022,2,kolasib,44824,125315221.5086984
3780,mizoram,2022,2,mamit,35643,98025373.52449825
3781,mizoram,2022,2,champhai,30607,103805199.372728
3782,mizoram,2022,2,serchhip,24248,72294618.64313027
3783,mizoram,2022,2,saiha,16320,71937273.17240411
3784,mizoram,2022,3,aizawl,383546,1129120156.989211
3785,mizoram,2022,3,lunglei,81428,231838246.93491787
3786,mizoram,2022,3,lawngtlai,52771,160991694.9587498
3787,mizoram,2022,3,kolasib,44830,121251949.18563811
3788,mizoram,2022,3,mamit,32604,88879142.37748808
3789,mizoram,2022,3,champhai,25701,86209300.03437017
3790,mizoram,2022,3,serchhip,23168,65622336.99787671
3791,mizoram,2022,3,saiha,14990,62352784.58970161
3792,mizoram,2022,4,aizawl,360350,1054341698.845992
3793,mizoram,2022,4,lunglei,99571,275164384.7691406
3794,mizoram,2022,4,lawngtlai,60120,176322495.4134693
3795,mizoram,2022,4,kolasib,55854,157046232.3046887
3796,mizoram,2022,4,mamit,39889,111490213.09424141
3797,mizoram,2022,4,champhai,33252,110073440.44820759
3798,mizoram,2022,4,serchhip,25172,71431982.54694104
3799,mizoram,2022,4,saiha,19566,82040637.84033792
3800,nagaland,2018,1,dimapur,18449,38330087.582417004
3801,nagaland,2018,1,kohima,11070,20744033.40863154
3802,nagaland,2018,1,mokokchung,3428,5653655.116717218
3803,nagaland,2018,1,tuensang,1861,2939509.9737360794
3804,nagaland,2018,1,mon,1851,2962723.1216541342
3805,nagaland,2018,1,zunheboto,1700,1750900.6459182377
3806,nagaland,2018,1,wokha,1642,1942858.0739698592
3807,nagaland,2018,1,phek,1397,1347986.0495203384
3808,nagaland,2018,1,longleng,605,547262.5934366982
3809,nagaland,2018,1,peren,587,1228042.9089448638
3810,nagaland,2018,2,dimapur,31758,78472133.75014433
3811,nagaland,2018,2,kohima,14759,41958069.334260106
3812,nagaland,2018,2,mokokchung,4472,6880664.952623585
3813,nagaland,2018,2,tuensang,2914,5272196.387110953
3814,nagaland,2018,2,wokha,2851,2952808.201464099
3815,nagaland,2018,2,mon,2652,5592193.661835907
3816,nagaland,2018,2,phek,2058,3265939.4166390533
3817,nagaland,2018,2,zunheboto,1961,3800720.2210925473
3818,nagaland,2018,2,peren,1151,3132544.259220087
3819,nagaland,2018,2,longleng,526,606015.5837374015
3820,nagaland,2018,3,dimapur,44383,122676685.88107629
3821,nagaland,2018,3,kohima,20678,62621606.40209617
3822,nagaland,2018,3,mokokchung,7245,14438372.11866864
3823,nagaland,2018,3,tuensang,4657,8672814.868232306
3824,nagaland,2018,3,mon,4368,10680645.611665608
3825,nagaland,2018,3,zunheboto,3370,6042931.988762021
3826,nagaland,2018,3,wokha,3314,6048116.93383928
3827,nagaland,2018,3,phek,2951,4193127.0654867776
3828,nagaland,2018,3,kiphire,1527,1911400.518954896
3829,nagaland,2018,3,peren,1349,3565504.3902161866
3830,nagaland,2018,4,dimapur,68046,202172094.67636642
3831,nagaland,2018,4,kohima,28604,84867917.08908929
3832,nagaland,2018,4,mokokchung,10673,21026422.57059867
3833,nagaland,2018,4,mon,7966,25315124.343433652
